lineages_l,number_genomes_per_lineage
nan,269
AY.103,9
AY.107,2
AY.119.2,1
AY.25.1,10
AY.25.3,7
AY.27,2
AY.3,3
AY.39,1
AY.4.2.1,1
AY.43,1
AY.44,3
AY.57,2
AY.74,3
AY.86,3
B.1,1
B.1.1,1
B.1.1.529,11
B.1.1.7,1
BA.1,2263
BA.1.1,18778
BA.1.1.1,74
BA.1.1.10,867
BA.1.1.11,1
BA.1.1.13,4
BA.1.1.14,171
BA.1.1.15,20
BA.1.1.16,1838
BA.1.1.17,5
BA.1.1.18,259
BA.1.1.2,69
BA.1.1.4,4
BA.1.1.6,287
BA.1.1.7,7
BA.1.1.8,2
BA.1.1.9,5
BA.1.13,50
BA.1.13.1,1
BA.1.14,215
BA.1.14.1,1
BA.1.15,1598
BA.1.15.1,19
BA.1.15.2,23
BA.1.16,5
BA.1.17,117
BA.1.17.2,1208
BA.1.18,453
BA.1.19,14
BA.1.20,296
BA.1.21,11
BA.1.3,89
BA.1.5,1
BA.1.6,58
BA.1.7,1
BA.1.9,4
BA.2,24432
BA.2.1,101
BA.2.10,516
BA.2.10.1,102
BA.2.10.3,1
BA.2.11,5
BA.2.12,167
BA.2.12.1,15298
BA.2.12.2,3
BA.2.13,52
BA.2.13.1,34
BA.2.14,1
BA.2.15,2
BA.2.16,2
BA.2.17,8
BA.2.18,145
BA.2.2,30
BA.2.2.1,11
BA.2.20,821
BA.2.21,902
BA.2.22,11
BA.2.23,95
BA.2.23.1,7
BA.2.24,1
BA.2.25,1
BA.2.26,13
BA.2.27,2
BA.2.29,4
BA.2.3,10762
BA.2.3.1,10
BA.2.3.10,525
BA.2.3.11,114
BA.2.3.12,4
BA.2.3.13,4
BA.2.3.14,3
BA.2.3.15,5
BA.2.3.16,7
BA.2.3.17,57
BA.2.3.2,79
BA.2.3.20,122
BA.2.3.4,447
BA.2.3.5,9
BA.2.3.6,820
BA.2.3.7,9
BA.2.3.8,2
BA.2.3.9,2
BA.2.30,2
BA.2.31,36
BA.2.31.1,10
BA.2.32,21
BA.2.33,1
BA.2.34,1
BA.2.35,9
BA.2.36,66
BA.2.37,97
BA.2.38,160
BA.2.38.1,10
BA.2.38.2,5
BA.2.38.3,1
BA.2.4,2
BA.2.40.1,26
BA.2.41,7
BA.2.42,2
BA.2.43,8
BA.2.44,6
BA.2.45,2
BA.2.47,7
BA.2.48,28
BA.2.49,14
BA.2.5,172
BA.2.50,10
BA.2.51,19
BA.2.52,12
BA.2.53,3
BA.2.54,3
BA.2.55,3
BA.2.56,98
BA.2.57,1
BA.2.59,1
BA.2.6,12
BA.2.60,8
BA.2.61,9
BA.2.62,1
BA.2.63,1
BA.2.64,9
BA.2.65,1175
BA.2.66,352
BA.2.68,3
BA.2.7,23
BA.2.70,3
BA.2.71,2
BA.2.72,11
BA.2.73,2
BA.2.74,40
BA.2.75,180
BA.2.75.1,84
BA.2.75.2,269
BA.2.75.3,27
BA.2.75.4,11
BA.2.75.5,57
BA.2.75.6,24
BA.2.75.7,1
BA.2.75.9,1
BA.2.76,113
BA.2.78,7
BA.2.79,7
BA.2.8,15
BA.2.81,7
BA.2.82,1
BA.2.83,1
BA.2.86,3
BA.2.86.1,103
BA.2.86.2,2
BA.2.9,2451
BA.2.9.1,11
BA.2.9.2,12
BA.2.9.3,29
BA.2.9.4,3
BA.2.9.5,12
BA.2.9.6,2
BA.2.9.7,18
BA.3,6
BA.4,966
BA.4.1,1978
BA.4.1.1,61
BA.4.1.10,4
BA.4.1.3,1
BA.4.1.4,3
BA.4.1.5,8
BA.4.1.6,42
BA.4.1.8,35
BA.4.1.9,4
BA.4.2,338
BA.4.3,2
BA.4.4,173
BA.4.5,5
BA.4.6,4161
BA.4.6.1,18
BA.4.6.2,37
BA.4.6.3,18
BA.4.6.4,60
BA.4.6.5,567
BA.4.7,94
BA.4.8,1
BA.5,748
BA.5.1,7645
BA.5.1.1,1441
BA.5.1.10,339
BA.5.1.12,193
BA.5.1.15,120
BA.5.1.16,3
BA.5.1.17,22
BA.5.1.18,99
BA.5.1.19,9
BA.5.1.2,701
BA.5.1.20,95
BA.5.1.21,11
BA.5.1.22,649
BA.5.1.23,582
BA.5.1.24,173
BA.5.1.25,266
BA.5.1.26,1
BA.5.1.27,66
BA.5.1.28,11
BA.5.1.3,171
BA.5.1.30,1062
BA.5.1.31,6
BA.5.1.33,105
BA.5.1.34,14
BA.5.1.35,49
BA.5.1.36,21
BA.5.1.37,34
BA.5.1.4,16
BA.5.1.5,339
BA.5.1.6,129
BA.5.1.7,1562
BA.5.1.8,9
BA.5.1.9,3
BA.5.10,300
BA.5.10.1,70
BA.5.11,8
BA.5.12,2
BA.5.2,8807
BA.5.2.1,16221
BA.5.2.10,1
BA.5.2.12,9
BA.5.2.13,509
BA.5.2.14,162
BA.5.2.16,45
BA.5.2.18,48
BA.5.2.19,57
BA.5.2.2,259
BA.5.2.20,905
BA.5.2.21,701
BA.5.2.22,813
BA.5.2.23,77
BA.5.2.24,47
BA.5.2.25,183
BA.5.2.26,83
BA.5.2.27,166
BA.5.2.28,141
BA.5.2.3,361
BA.5.2.31,52
BA.5.2.32,42
BA.5.2.33,74
BA.5.2.34,348
BA.5.2.35,102
BA.5.2.36,8
BA.5.2.37,35
BA.5.2.38,3
BA.5.2.39,1
BA.5.2.4,20
BA.5.2.43,1
BA.5.2.44,14
BA.5.2.47,20
BA.5.2.48,5
BA.5.2.52,9
BA.5.2.53,222
BA.5.2.54,5
BA.5.2.56,16
BA.5.2.57,87
BA.5.2.58,34
BA.5.2.59,8
BA.5.2.6,271
BA.5.2.60,1
BA.5.2.61,1
BA.5.2.62,3
BA.5.2.63,101
BA.5.2.7,16
BA.5.2.8,322
BA.5.2.9,1036
BA.5.3,35
BA.5.3.1,152
BA.5.3.2,39
BA.5.3.3,18
BA.5.3.4,3
BA.5.3.5,2
BA.5.5,1852
BA.5.5.1,84
BA.5.5.2,66
BA.5.5.3,13
BA.5.6,1773
BA.5.6.1,16
BA.5.6.2,72
BA.5.6.3,1
BA.5.6.4,6
BA.5.7,2
BA.5.8,255
BA.5.9,126
BC.2,7
BE.1,1029
BE.1.1,1063
BE.1.1.1,127
BE.1.1.2,95
BE.1.2,53
BE.1.2.1,597
BE.1.4,156
BE.1.4.1,32
BE.1.4.2,8
BE.1.4.4,1
BE.10,35
BE.11,3
BE.12,1
BE.13,3
BE.2,15
BE.3,211
BE.4,163
BE.4.1,23
BE.4.1.1,5
BE.4.2,3
BE.5,144
BE.6,2
BE.9,56
BF.1,296
BF.1.1,12
BF.10,2671
BF.11,420
BF.11.1,101
BF.11.3,193
BF.11.4,11
BF.12,38
BF.13,217
BF.14,115
BF.15,23
BF.16,47
BF.17,1
BF.18,6
BF.19,3
BF.2,61
BF.20,25
BF.21,336
BF.23,1
BF.24,2
BF.25,47
BF.26,654
BF.27,572
BF.28,627
BF.29,2
BF.3,27
BF.3.1,1
BF.30,3
BF.31,8
BF.31.1,93
BF.32,6
BF.34,18
BF.36,50
BF.38,2
BF.39,219
BF.4,322
BF.41,34
BF.41.1,2
BF.5,1106
BF.5.1,4
BF.5.4,1
BF.5.5,10
BF.6,23
BF.7,2102
BF.7.1,1
BF.7.10,3
BF.7.12,6
BF.7.14,17
BF.7.14.1,5
BF.7.14.2,1
BF.7.14.3,1
BF.7.14.6,3
BF.7.16,293
BF.7.16.1,93
BF.7.18,5
BF.7.19,23
BF.7.20,144
BF.7.21,217
BF.7.22,80
BF.7.23,276
BF.7.24,53
BF.7.26,2
BF.7.27,132
BF.7.3,2
BF.7.4,276
BF.7.4.1,171
BF.7.4.2,8
BF.7.5,270
BF.7.6,125
BF.7.7,230
BF.7.8,13
BF.8,245
BF.9,510
BG.2,125
BG.4,14
BG.5,37
BG.6,7
BH.1,8
BJ.1,4
BK.1,279
BL.1,38
BL.1.3,1
BL.2,18
BL.3,6
BL.4,5
BL.5,3
BM.1,6
BM.1.1,41
BM.1.1.1,4
BM.1.1.3,63
BM.1.1.4,2
BM.2,1
BM.2.1,11
BM.4.1,1
BM.4.1.1,5
BN.1,181
BN.1.1,3
BN.1.1.1,1
BN.1.10,25
BN.1.2,19
BN.1.2.1,19
BN.1.2.2,4
BN.1.2.3,6
BN.1.2.4,29
BN.1.2.6,3
BN.1.3,201
BN.1.3.1,70
BN.1.3.12,2
BN.1.3.5,56
BN.1.3.6,8
BN.1.3.7,2
BN.1.4,22
BN.1.4.2,2
BN.1.4.3,5
BN.1.4.5,1
BN.1.5,78
BN.1.5.1,1
BN.1.5.2,19
BN.1.7,16
BN.1.9,11
BN.2,6
BN.2.1,6
BN.3.1,32
BN.4,1
BN.5,11
BN.6,12
BP.1,6
BQ.1,3878
BQ.1.1,12795
BQ.1.1.1,732
BQ.1.1.10,354
BQ.1.1.11,34
BQ.1.1.13,16
BQ.1.1.14,3
BQ.1.1.15,141
BQ.1.1.17,6
BQ.1.1.18,348
BQ.1.1.19,49
BQ.1.1.2,45
BQ.1.1.20,10
BQ.1.1.22,4
BQ.1.1.23,58
BQ.1.1.24,8
BQ.1.1.25,9
BQ.1.1.26,2
BQ.1.1.27,7
BQ.1.1.28,20
BQ.1.1.29,9
BQ.1.1.3,556
BQ.1.1.30,160
BQ.1.1.31,15
BQ.1.1.32,80
BQ.1.1.35,408
BQ.1.1.36,14
BQ.1.1.37,18
BQ.1.1.38,5
BQ.1.1.39,117
BQ.1.1.4,382
BQ.1.1.40,1291
BQ.1.1.41,244
BQ.1.1.42,2
BQ.1.1.43,10
BQ.1.1.44,44
BQ.1.1.45,45
BQ.1.1.46,53
BQ.1.1.47,68
BQ.1.1.48,83
BQ.1.1.5,755
BQ.1.1.51,164
BQ.1.1.52,175
BQ.1.1.53,2
BQ.1.1.54,30
BQ.1.1.55,356
BQ.1.1.56,10
BQ.1.1.58,3
BQ.1.1.6,78
BQ.1.1.60,6
BQ.1.1.61,28
BQ.1.1.63,20
BQ.1.1.65,127
BQ.1.1.66,1
BQ.1.1.67,534
BQ.1.1.68,72
BQ.1.1.69,148
BQ.1.1.7,437
BQ.1.1.72,3
BQ.1.1.73,27
BQ.1.1.76,5
BQ.1.1.77,143
BQ.1.1.8,190
BQ.1.1.9,24
BQ.1.10,395
BQ.1.10.1,464
BQ.1.10.2,3
BQ.1.11,349
BQ.1.12,1147
BQ.1.13,604
BQ.1.13.1,213
BQ.1.14,532
BQ.1.15,20
BQ.1.15.1,127
BQ.1.15.2,4
BQ.1.16,75
BQ.1.18,8
BQ.1.19,36
BQ.1.2,671
BQ.1.2.1,4
BQ.1.2.2,2
BQ.1.2.3,1733
BQ.1.20,4
BQ.1.22,203
BQ.1.23,148
BQ.1.24,1
BQ.1.25,115
BQ.1.25.1,113
BQ.1.26,1
BQ.1.27,3
BQ.1.28,7
BQ.1.29,1
BQ.1.3,80
BQ.1.3.1,305
BQ.1.3.2,192
BQ.1.30,203
BQ.1.31,2
BQ.1.4,4
BQ.1.5,658
BQ.1.6,21
BQ.1.7,3
BQ.1.8,207
BQ.1.8.2,13
BQ.1.9,38
BQ.2,3
BR.1,11
BR.1.2,21
BR.2.1,143
BR.3,8
BR.4,12
BR.5.1,2
BS.1.1,4
BT.1,8
BT.2,3
BU.1,31
BU.2,8
BU.3,4
BV.2,4
BW.1,17
BW.1.1,290
BW.1.1.1,116
BW.1.1.2,81
BW.1.2,7
BY.1,125
BY.1.1.1,3
BY.1.2,8
CA.1,3
CA.3,3
CA.3.1,11
CA.5,22
CA.7,50
CB.1,1
CC.1,40
CD.1,2
CE.1,19
CG.1,24
CH.1,1
CH.1.1,580
CH.1.1.1,71
CH.1.1.10,12
CH.1.1.11,111
CH.1.1.14,19
CH.1.1.15,15
CH.1.1.16,6
CH.1.1.18,3
CH.1.1.2,131
CH.1.1.24,3
CH.1.1.25,5
CH.1.1.27,1
CH.1.1.28,40
CH.1.1.29,32
CH.1.1.3,14
CH.1.1.32,25
CH.1.1.7,2
CH.2,1
CJ.1,24
CJ.1.1,7
CJ.1.2,2
CJ.1.3,16
CK.1,76
CK.1.3,30
CK.1.4,49
CK.1.5,30
CK.2,24
CK.2.1,47
CK.2.1.1,35
CK.3,20
CL.1,15
CL.1.3,2
CM.1,44
CM.10,8
CM.11,1
CM.12,28
CM.2,114
CM.3,6
CM.4,8
CM.4.1,3
CM.5,1
CM.8,2
CM.8.1,160
CM.8.1.2,1
CM.8.1.4,8
CM.9,10
CN.1,26
CN.2,64
CP.1,23
CP.5,2
CP.8,6
CQ.1,1
CQ.1.1,4
CQ.2,18
CR.1,3
CR.1.1,12
CR.1.2,17
CR.1.3,21
CR.2,2
CT.1,1
CV.1,24
CV.2,1
CZ.2,197
DB.1,60
DB.3,1
DC.1,6
DE.1,91
DE.2,13
DF.1,4
DF.1.1,33
DG.1,4
DJ.1.1,30
DJ.1.1.1,17
DL.1,14
DN.1,1
DN.1.1,2
DN.1.1.4,1
DN.2,111
DN.3,1
DN.3.1,1
DQ.1,3
DR.1,4
DR.2,16
DS.1,6
DS.2,5
DS.3,1
DT.1,9
DT.2,27
DU.1,24
DV.1,7
DV.1.1,400
DV.2,3
DV.3,1
DV.3.1,1
DV.5,1
DV.6,47
DV.6.1,1
DV.6.2,3
DV.7,18
DV.7.1,527
DV.7.1.1,37
DV.7.1.2,72
DV.7.1.3,4
DV.7.2,1
DY.1,1
DY.2,10
DY.3,4
DY.4,3
EA.1,4
EB.1,12
ED.2,407
ED.3,1
EE.1,145
EE.2,29
EE.3,568
EE.4,18
EE.5,14
EF.1,127
EF.1.1,18
EF.1.1.1,68
EF.1.2,5
EF.1.3,3
EF.2,4
EF.3,2
EG.1,237
EG.1.2,16
EG.1.3,70
EG.1.4,76
EG.1.5,28
EG.1.6,8
EG.1.7,12
EG.1.8,16
EG.10,2
EG.10.1,55
EG.11,9
EG.13,39
EG.14,40
EG.2,58
EG.4,44
EG.4.1,3
EG.4.3,6
EG.4.4,9
EG.4.5,1
EG.5,14
EG.5.1,1800
EG.5.1.1,3666
EG.5.1.10,1
EG.5.1.2,31
EG.5.1.3,1396
EG.5.1.4,947
EG.5.1.5,41
EG.5.1.6,810
EG.5.1.7,8
EG.5.1.8,149
EG.5.1.9,62
EG.5.2,154
EG.5.2.1,71
EG.5.2.2,3
EG.5.2.3,6
EG.6,3
EG.6.1,1098
EG.6.1.1,66
EG.7,171
EG.9.1,1
EK.2,16
EK.2.1,4
EK.4,1
EL.1,21
EM.1,2
EN.1,2
EP.1,7
EQ.1,1
ES.1,202
EU.1,1
EU.1.1,85
EU.1.1.1,15
EU.1.1.3,6
EW.2,3
EY.1,31
EZ.1,1
FA.1,1
FB.1,5
FD.1,9
FD.1.1,1512
FD.2,109
FD.3,11
FD.4,19
FE.1,52
FE.1.1,42
FE.1.1.1,93
FE.1.1.4,2
FE.1.2,63
FG.2,82
FG.3,2
FH.1,34
FJ.1,11
FK.1,1
FK.1.1,105
FK.1.1.2,45
FK.1.2.1,4
FK.1.2.2,8
FK.1.3.2,11
FK.1.4,1
FK.1.5,23
FL.1,22
FL.1.1,3
FL.1.2,7
FL.1.3,46
FL.1.4,8
FL.1.5,67
FL.1.5.1,1790
FL.1.5.2,210
FL.1.6,1
FL.10,37
FL.10.1,128
FL.10.2,34
FL.11,13
FL.12,26
FL.13,109
FL.13.2,2
FL.13.3,71
FL.13.3.1,8
FL.14,34
FL.15,219
FL.15.1,17
FL.15.1.1,52
FL.15.3,18
FL.16,19
FL.17,2
FL.18,125
FL.18.1,1
FL.19,1
FL.19.1,9
FL.2,95
FL.2.1,3
FL.2.2,1
FL.2.2.1,16
FL.2.3,30
FL.2.3.1,4
FL.2.4,6
FL.2.5,16
FL.2.6,10
FL.20,201
FL.20.1,6
FL.20.2,44
FL.21,6
FL.22,24
FL.23.1,7
FL.24,63
FL.25,22
FL.26,13
FL.27,29
FL.29,2
FL.3,72
FL.3.1,43
FL.3.2,4
FL.3.3,6
FL.3.4,1
FL.31,15
FL.31.1,7
FL.32.1,3
FL.33,3
FL.34,3
FL.36,1
FL.4,358
FL.4.1,1
FL.4.1.1,2
FL.4.10,1
FL.4.11,1
FL.4.3,12
FL.4.5,30
FL.4.6,28
FL.4.8,9
FL.4.9,166
FL.5,225
FL.5.1,2
FL.6,13
FL.7,20
FL.8,16
FL.9,2
FM.1,5
FP.2,1
FP.2.1,1
FP.4,20
FQ.1,1
FR.1,6
FR.1.3,2
FT.1,334
FT.2,10
FT.3,28
FT.3.1,1
FT.3.1.1,43
FT.4,1
FU.1,284
FU.2,122
FU.2.1,203
FU.3,28
FU.4,1
FU.5,5
FV.1,6
FY.1,1
FY.1.1,8
FY.1.2,46
FY.2,60
FY.2.1,2
FY.3,1
FY.3.1,47
FY.3.2,9
FY.3.3,7
FY.4.1,9
FY.4.1.1,29
FY.4.1.2,1
FY.4.2,3
FY.5,159
FY.6,3
FZ.2,1
GA.1,7
GA.2,1
GA.4,2
GA.4.1,79
GA.5,1
GA.6,1
GA.6.1,1
GB.1,62
GB.2,1
GD.1,44
GE.1,235
GE.1.1,24
GE.1.2,1
GE.1.3,2
GF.1,26
GH.1,3
GJ.1,10
GJ.1.1,20
GJ.1.2,679
GJ.1.2.1,1
GJ.1.2.2,8
GJ.1.2.3,2
GJ.1.2.5,1
GJ.1.2.6,10
GJ.1.2.7,5
GJ.1.2.8,8
GJ.2,1
GJ.3,27
GJ.4,31
GJ.5.1,3
GK.1,134
GK.1.1,459
GK.1.2,4
GK.1.3,65
GK.1.4,1
GK.2,208
GK.2.1,42
GK.2.2,14
GK.2.3,2
GK.3,5
GK.3.1,193
GK.3.2,15
GK.4,3
GL.1,4
GM.1,2
GM.2,4
GM.3,24
GN.1,30
GN.1.1,66
GN.2,20
GN.5,5
GP.1,2
GP.2,3
GP.3,1
GQ.1,1
GR.1,26
GS.1,15
GS.2,2
GS.3,19
GS.4,44
GS.4.1,85
GS.5,1
GU.1,15
GV.1,28
GW.1,74
GW.2,5
GW.5,23
GW.5.1,7
GW.5.1.1,12
GY.1,11
GY.2,3
GY.5,72
GY.6,5
GY.7,5
GY.8,4
GZ.1,37
HA.1,37
HA.2,6
HB.1,2
HC.2,49
HC.3,2
HC.4,2
HD.1,1
HE.1,34
HF.1,114
HF.1.1,52
HF.1.2,30
HG.2,40
HH.1,19
HH.1.1,49
HH.2,11
HJ.1,5
HK.1,93
HK.11,62
HK.2,28
HK.3,1623
HK.3.1,37
HK.3.2,204
HK.3.3,36
HK.4,11
HK.6,113
HK.7,36
HK.8,21
HK.9,2
HL.1,28
HM.1,43
HN.1,72
HP.1.1,28
HQ.1,18
HR.1,198
HS.1,19
HS.1.1,37
HT.1,42
HT.2,97
HU.1.1,1
HV.1,6301
HW.1.1,11
HY.1,67
HZ.1,5
HZ.2,20
HZ.3,15
JA.1,34
JD.1,12
JD.1.1,464
JD.1.1.1,111
JD.1.1.2,34
JD.1.1.3,2
JD.1.2,30
JD.2,4
JE.1,32
JE.1.1,25
JF.1,552
JF.2,2
JG.1,17
JG.2,12
JG.3,601
JH.1,2
JH.2,2
JJ.1,26
JK.1,7
JL.1,11
JM.1,2
JM.2,6
JN.1,164
JN.2,164
JN.3,27
JN.5,1
JN.9,1
UNASSIGNED,9
XAC,318
XAE,5
XAF,2
XAG,3
XAM,6
XAN,10
XAP,2
XAQ,73
XAS,24
XAV,3
XAY.1,1
XAY.3,5
XAZ,78
XBB,79
XBB.1,219
XBB.1.1,4
XBB.1.10,4
XBB.1.11,2
XBB.1.11.1,13
XBB.1.14,1
XBB.1.15,128
XBB.1.15.1,2
XBB.1.16,2212
XBB.1.16.1,488
XBB.1.16.10,9
XBB.1.16.11,404
XBB.1.16.12,25
XBB.1.16.13,35
XBB.1.16.14,66
XBB.1.16.15,187
XBB.1.16.16,23
XBB.1.16.17,89
XBB.1.16.18,24
XBB.1.16.19,30
XBB.1.16.2,254
XBB.1.16.20,25
XBB.1.16.21,34
XBB.1.16.22,39
XBB.1.16.23,66
XBB.1.16.24,3
XBB.1.16.3,98
XBB.1.16.4,14
XBB.1.16.5,23
XBB.1.16.6,1548
XBB.1.16.7,4
XBB.1.16.8,183
XBB.1.16.9,214
XBB.1.17,1
XBB.1.17.1,55
XBB.1.18.1,17
XBB.1.19,1
XBB.1.19.1,30
XBB.1.22,7
XBB.1.22.1,20
XBB.1.22.2,7
XBB.1.24,3
XBB.1.24.1,2
XBB.1.25,2
XBB.1.26,23
XBB.1.27,6
XBB.1.3,1
XBB.1.30,22
XBB.1.32,29
XBB.1.34,12
XBB.1.34.1,1
XBB.1.37.1,1
XBB.1.38.1,1
XBB.1.4,6
XBB.1.4.1,3
XBB.1.4.2,2
XBB.1.41,5
XBB.1.41.1,30
XBB.1.41.2,23
XBB.1.42,34
XBB.1.42.1,78
XBB.1.42.2,77
XBB.1.43.1,1
XBB.1.44,2
XBB.1.45.1,1
XBB.1.5,15097
XBB.1.5.1,403
XBB.1.5.10,267
XBB.1.5.100,34
XBB.1.5.101,3
XBB.1.5.103,23
XBB.1.5.104,28
XBB.1.5.105,6
XBB.1.5.106,1
XBB.1.5.11,116
XBB.1.5.12,129
XBB.1.5.13,374
XBB.1.5.14,29
XBB.1.5.15,270
XBB.1.5.16,40
XBB.1.5.17,295
XBB.1.5.18,139
XBB.1.5.19,117
XBB.1.5.2,315
XBB.1.5.20,370
XBB.1.5.21,151
XBB.1.5.22,1
XBB.1.5.23,73
XBB.1.5.24,97
XBB.1.5.25,37
XBB.1.5.26,23
XBB.1.5.27,5
XBB.1.5.28,34
XBB.1.5.3,51
XBB.1.5.30,61
XBB.1.5.31,339
XBB.1.5.32,926
XBB.1.5.33,228
XBB.1.5.34,42
XBB.1.5.35,76
XBB.1.5.36,48
XBB.1.5.37,172
XBB.1.5.38,23
XBB.1.5.39,587
XBB.1.5.4,155
XBB.1.5.40,2
XBB.1.5.42,2
XBB.1.5.43,13
XBB.1.5.44,55
XBB.1.5.45,1
XBB.1.5.46,13
XBB.1.5.47,163
XBB.1.5.48,213
XBB.1.5.49,380
XBB.1.5.5,102
XBB.1.5.50,343
XBB.1.5.51,101
XBB.1.5.52,54
XBB.1.5.55,108
XBB.1.5.56,51
XBB.1.5.57,31
XBB.1.5.59,62
XBB.1.5.6,16
XBB.1.5.60,1
XBB.1.5.61,104
XBB.1.5.62,86
XBB.1.5.63,44
XBB.1.5.64,4
XBB.1.5.65,13
XBB.1.5.66,76
XBB.1.5.67,222
XBB.1.5.68,2
XBB.1.5.69,115
XBB.1.5.7,481
XBB.1.5.70,47
XBB.1.5.71,4
XBB.1.5.72,242
XBB.1.5.73,91
XBB.1.5.75,34
XBB.1.5.76,30
XBB.1.5.77,100
XBB.1.5.78,35
XBB.1.5.79,10
XBB.1.5.8,16
XBB.1.5.80,15
XBB.1.5.81,6
XBB.1.5.83,5
XBB.1.5.84,7
XBB.1.5.85,4
XBB.1.5.86,39
XBB.1.5.89,17
XBB.1.5.9,101
XBB.1.5.91,128
XBB.1.5.92,17
XBB.1.5.93,3
XBB.1.5.94,2
XBB.1.5.95,166
XBB.1.5.96,41
XBB.1.5.97,12
XBB.1.5.98,5
XBB.1.5.99,2
XBB.1.7,2
XBB.1.9,18
XBB.1.9.1,715
XBB.1.9.2,322
XBB.1.9.3,2
XBB.2,19
XBB.2.11,10
XBB.2.11.1,1
XBB.2.3,377
XBB.2.3.1,1
XBB.2.3.10,2
XBB.2.3.11,113
XBB.2.3.12,14
XBB.2.3.13,4
XBB.2.3.14,3
XBB.2.3.2,198
XBB.2.3.3,95
XBB.2.3.4,10
XBB.2.3.5,45
XBB.2.3.6,4
XBB.2.3.7,1
XBB.2.3.8,32
XBB.2.3.9,1
XBB.2.4,6
XBB.2.5,1
XBB.2.6,42
XBB.2.7.1,1
XBB.2.8,3
XBB.3,16
XBB.3.4,6
XBB.4,3
XBB.6,1
XBB.7,2
XBB.8,6
XBB.9,6
XBC.1,3
XBC.1.3,1
XBC.1.6,2
XBD,25
XBE,7
XBF,373
XBF.1,1
XBF.2,5
XBF.3,16
XBF.5,1
XBF.6,1
XBF.7,1
XBF.7.1,1
XBF.9,2
XBH,1
XBK.1,1
XBL,31
XBL.2,11
XBL.3,9
XBM,222
XBN,1
XBP,8
XBR,28
XBV,2
XCC,4
XCE,1
XCF,28
XCF.2,20
XCG,3
XCH,57
XCH.1,99
XCJ,45
XCK,9
XCL,20
XCM,8
XCP,6
XE,12
XM,6
XN,3
XQ,2
XU,2
XW,3
XZ,3
